GIMIMO_METAI,GIMIMO_VALSTYBE,LYTIS,SEIMOS_PADETIS,KIEK_TURI_VAIKU,SENIUNIJA,GATVE,SENIUNNR,TER_REJ_KODAS,GATV_K,GAT_ID
1942,BLR,M,V,0,Vilkpėdė,"Geležinio Vilko g.",18,G1,139,21995
2000,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1979,LTU,M,I,0,Šeškinė,"Laisvės pr.",5,G1,272,22123
1938,LTU,M,N,0,Naujininkai,"Dzūkų g.",19,G1,108,21964
1990,LTU,V,,0,Justiniškės,"Rygos g.",8,G1,469,22310
2020,LTU,M,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1965,LTU,M,I,0,Antakalnis,"Žirgo Sodų 3-ioji g.",13,G1,2576,59764
1963,LTU,M,V,0,Šnipiškės,"Krokuvos g.",3,G1,256,22107
2018,LTU,M,,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
2003,LTU,M,,0,Grigiškės,"Kunigiškių g. (Grigiškės)",21,G89,529,24570
1948,LTU,M,N,0,Justiniškės,"Taikos g.",8,G1,536,22375
1982,UKR,V,,0,Paneriai,"V. A. Graičiūno g.",20,G1,725,24275
1980,LTU,V,V,1,"Naujoji  Vilnia","Genių g.",14,G1,142,21998
1989,LTU,M,V,0,Pilaitė,"Tvankstos g.",12,G1,3440,292012
2004,LTU,M,,0,Paneriai,"Lentvario g.",20,G1,284,22134
2000,LTU,M,,0,Naujamiestis,"Vytenio g.",17,G1,632,22465
1960,LTU,M,V,0,Žirmūnai,"Minties g.",2,G1,345,22192
1969,LTU,M,V,0,Karoliniškės,"Vido Maciulevičiaus g.",10,G1,523,22363
2011,LTU,M,,0,Grigiškės,"Neravų g. (Neravai)",21,G16387,1,61884
1937,RUS,M,N,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1985,LTU,V,V,2,Naujamiestis,"Jono Jablonskio g.",17,G1,180,22034
1992,LTU,V,,0,Antakalnis,"Tverečiaus g.",13,G1,563,22401
1960,GEO,V,,0,Naujininkai,"Zanavykų g.",19,G1,859,28292
1985,LTU,M,V,1,Antakalnis,"L. Sapiegos g.",13,G1,268,22119
2012,BEL,V,,0,Senamiestis,"Plačioji g.",16,G1,422,22265
1972,LTU,V,V,1,Šeškinė,"Musninkų g.",5,G1,355,22200
2019,LTU,M,,0,Verkiai,"Kryžiokų Sodų 11-oji g.",1,G1,2008,49212
1980,LTU,V,V,2,Antakalnis,"Kalvų Sodų 4-oji g.",13,G1,2828,72640
2005,BLR,V,,0,Žvėrynas,"Saltoniškių g.",6,G1,480,22321
1985,LTU,M,V,1,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1987,LTU,V,V,2,Naujamiestis,"Pamėnkalnio g.",17,G1,392,22237
2022,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1996,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1947,LTU,M,I,0,Žirmūnai,"Minties g.",2,G1,345,22192
1992,LTU,V,V,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1971,RUS,M,V,0,Antakalnis,"Nemenčinės pl.",13,G1,369,22214
1957,LTU,M,V,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
2021,UKR,V,,0,,,,A461,,
1997,LTU,M,,0,Pilaitė,"Ragainės g.",12,G1,442,22283
1965,LTU,M,V,0,Žvėrynas,"Vytauto g.",6,G1,631,22464
1975,LTU,M,V,3,"Naujoji  Vilnia","Versmių g.",14,G1,609,22444
1976,LTU,V,,0,Karoliniškės,"Laisvės pr.",10,G1,272,22123
1980,LTU,V,V,1,Verkiai,"Pagubės Sodų 12-oji g.",1,G1,1879,50672
2018,LTU,V,,0,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1978,LTU,V,,0,Verkiai,"Trinapolio g.",1,G1,1981,51852
2020,LTU,M,,0,Karoliniškės,"Virginijaus Druskio g.",10,G1,412,22257
1981,LTU,V,V,2,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1996,UKR,M,,0,,,,A461,,
1973,LTU,V,,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
1976,LTU,M,V,0,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
1984,LTU,V,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1956,RUS,V,V,0,Karoliniškės,"Igno Šimulionio g.",10,G1,911,30664
1974,LTU,V,V,1,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1974,LTU,M,,0,Antakalnis,"Debesijos g.",13,G1,92,21948
1981,LTU,M,V,1,Verkiai,"Ateities g.",1,G1,34,21893
1984,LTU,V,,0,Šeškinė,"Laisvės pr.",5,G1,272,22123
1989,LTU,M,V,0,Pašilaičiai,"Sviliškių g.",7,G1,2653,61722
1990,LTU,V,V,1,Grigiškės,"Neravų g. (Neravai)",21,G16387,1,61884
1995,UKR,V,,0,Naujamiestis,"J. Basanavičiaus g.",17,G1,174,22028
1946,LTU,M,V,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1968,LTU,V,V,0,Verkiai,"Kryžiokų Sodų 6-oji g.",1,G1,2003,49202
1975,LTU,V,V,1,Verkiai,"Santariškių g.",1,G1,482,22323
1979,LTU,M,V,2,Paneriai,"Jaunystės g.",20,G1,2017,29990
1988,BLR,V,,0,Paneriai,"V. A. Graičiūno g.",20,G1,725,24275
1969,LTU,M,V,1,Verkiai,"Baltupio g.",1,G1,50,21908
1951,LTU,M,I,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
2004,LTU,V,,0,Rasos,"Ribiškių tak.",15,G1,468,22309
1988,LTU,M,V,2,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1986,LTU,M,V,1,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1949,LTU,M,V,0,Naujininkai,"Tyzenhauzų g.",19,G1,565,22403
1989,LTU,M,V,1,"Naujoji  Vilnia","Ašmenėlės g.",14,G1,1963,51612
2016,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1948,BLR,V,I,0,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
1989,LTU,M,V,1,Senamiestis,"Aukštaičių g.",16,G1,38,21897
2010,LTU,M,,0,"Naujoji  Vilnia","Gurių Sodų 32-oji g.",14,G1,2612,60044
1973,LTU,V,V,2,Lazdynai,"Pažagiškių g.",11,G1,842,28275
1979,LTU,M,V,1,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1937,LTU,M,N,0,Antakalnis,"Mildos g.",13,G1,341,22189
2018,LTU,M,,0,Naujamiestis,"Gedimino pr.",17,G1,135,21991
1999,LTU,M,,0,Žvėrynas,"Latvių g.",6,G1,277,22128
2012,LTU,V,,0,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1992,LTU,M,V,2,Šeškinė,"Paberžės g.",5,G1,382,22227
2005,UKR,M,,0,,,,A461,,
1959,LTU,M,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
1995,LTU,V,,0,Naujamiestis,"Naugarduko g.",17,G1,364,22209
1981,LTU,M,V,2,"Naujoji  Vilnia","Ievų g.",14,G1,172,22026
1978,LTU,M,V,2,Pilaitė,"I. Simonaitytės g.",12,G1,170,22024
2021,LTU,M,,0,Rasos,"Manufaktūrų g.",15,G1,3345,273412
1992,LTU,V,,0,Rasos,"Liepkalnio g.",15,G1,286,22136
1957,LTU,V,V,0,Žvėrynas,"A. Mickevičiaus g.",6,G1,4,21865
1953,LTU,M,V,0,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
2015,LTU,V,,0,Verkiai,"Petro Baublio g.",1,G1,807,28028
1957,LTU,M,V,0,Antakalnis,"Asiūklių g.",13,G1,33,21892
1977,LTU,V,,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
2017,GEO,V,,0,Žirmūnai,"Kalvarijų g.",2,G1,216,22068
1964,LTU,M,I,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1978,LTU,M,V,0,Naujininkai,"Kalviškių g.",19,G1,2030,26744
1970,LTU,M,V,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1988,LTU,V,I,0,Verkiai,"Birelių Sodų 17-oji g.",1,G1,1823,50426
1970,LTU,M,I,0,Šnipiškės,"Krokuvos g.",3,G1,256,22107
1963,LTU,V,I,0,Žirmūnai,"Žygio g.",2,G1,705,22533
1988,UKR,M,V,1,Pilaitė,"M. Mažvydo g.",12,G1,319,22167
1979,LTU,V,V,2,Senamiestis,"Užupio g.",16,G1,575,22412
1975,LTU,M,I,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1977,LTU,V,V,2,Naujamiestis,"Savanorių pr.",17,G1,487,22328
2022,LTU,M,,0,"Naujoji  Vilnia","Linksmoji g.",14,G1,292,22142
1995,LTU,M,I,1,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1981,LTU,V,V,1,Antakalnis,"Kanklių g.",13,G1,220,22072
1978,LTU,V,V,2,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1939,LTU,M,V,0,Antakalnis,"Saulėtekio al.",13,G1,486,22327
1987,LTU,V,V,2,Pašilaičiai,"Laisvės pr.",7,G1,272,22123
1980,LTU,M,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1974,LTU,M,V,0,Pilaitė,"Vorupės g.",12,G1,2873,85951
1986,LTU,V,V,2,Šnipiškės,"Šeimyniškių g.",3,G1,651,22483
1978,LTU,M,V,1,Justiniškės,"Taikos g.",8,G1,536,22375
1988,LTU,M,I,1,Justiniškės,"Taikos g.",8,G1,536,22375
2014,LTU,V,,0,Antakalnis,"Debesijos g.",13,G1,92,21948
1976,LTU,M,V,1,"Naujoji  Vilnia","Bičių g.",14,G1,66,21922
2021,LTU,M,,0,Antakalnis,"Nemenčinės pl.",13,G1,369,22214
1945,RUS,V,V,0,Verkiai,"Kolektyvo g.",1,G1,247,22098
1933,LTU,M,N,0,Antakalnis,"P. Vileišio g.",13,G1,379,22224
1997,RUS,M,,0,Naujamiestis,"A. Vivulskio g.",17,G1,189,22042
1966,LTU,V,I,0,Verkiai,"Aitvarų g.",1,G1,741,24694
1989,RUS,M,V,1,Verkiai,"Skersinės Sodų 2-oji g.",1,G1,1606,48898
1980,LTU,M,V,2,Verkiai,"Bitininkų g.",1,G1,65,21921
1928,LTU,M,N,0,Verkiai,"Fizikų g.",1,G1,1584,48794
1997,LTU,V,,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
2020,LTU,V,,0,Žirmūnai,"Rinktinės g.",2,G1,456,22297
2010,LTU,V,,0,Žirmūnai,"M. Katkaus g.",2,G1,316,22165
2013,LTU,V,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1970,LTU,M,I,1,Pašilaičiai,"Medeinos g.",7,G1,330,22178
2008,LTU,M,,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1986,LTU,V,V,2,Naujininkai,"Eišiškių Sodų 5-oji g.",19,G1,2307,53432
1980,LTU,V,V,2,Senamiestis,"Didžioji g.",16,G1,95,21951
2016,LTU,V,,0,Naujininkai,"Dariaus ir Girėno g.",19,G1,89,21945
1951,BLR,M,N,0,Pašilaičiai,"Žemynos g.",7,G1,687,22518
1964,LTU,M,V,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1970,LTU,M,V,0,Lazdynai,"Architektų g.",11,G1,27,21888
1958,LTU,M,I,0,Verkiai,"Trinapolio g.",1,G1,1981,51852
1984,LTU,M,V,2,Pilaitė,"Įsruties g.",12,G1,643,22475
2017,LTU,M,,0,Antakalnis,"V. Grybo g.",13,G1,578,22414
1949,LTU,M,I,0,Naujamiestis,"Algirdo g.",17,G1,17,21878
1999,LTU,V,,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
1975,LTU,V,V,2,Antakalnis,"P. Vileišio g.",13,G1,379,22224
1967,LTU,V,V,0,Lazdynai,"Architektų g.",11,G1,27,21888
1993,BLR,M,V,0,Grigiškės,"Kovo 11-osios g. (Grigiškės)",21,G89,528,24569
1960,BLR,M,V,0,Karoliniškės,"Apolinaro Juozo Povilaičio g.",10,G1,587,22423
1988,LTU,V,,0,Naujininkai,"Burbiškių g.",19,G1,80,21936
1990,LTU,V,V,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
2017,LTU,M,,0,Pilaitė,"Elbingo g.",12,G1,3259,265464
2022,LTU,M,,0,Naujamiestis,"Statybininkų g.",17,G1,516,22356
1984,LTU,V,V,1,,,,G1,3614,
1965,LTU,V,V,0,Naujininkai,"Pelesos g.",19,G1,408,22253
1968,LTU,V,V,0,"Naujoji  Vilnia","Kurapkų g.",14,G1,261,22112
1962,LTU,M,V,0,"Naujoji  Vilnia","Linksmoji g.",14,G1,292,22142
2004,LTU,V,,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1958,LTU,M,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1964,LTU,M,V,0,Karoliniškės,"Dariaus Gerbutavičiaus g.",10,G1,678,22509
2008,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2017,LTU,V,,0,Pašilaičiai,"Tekliūnų g.",7,G1,2061,48361
2008,LTU,M,,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
2017,LTU,V,,0,Žirmūnai,"S. Žukausko g.",2,G1,1977,51844
1967,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1950,BLR,M,N,0,Naujamiestis,"Vytenio g.",17,G1,632,22465
1996,LTU,M,,0,Vilkpėdė,"Žemaitės g.",18,G1,684,22515
1978,LTU,M,I,1,Paneriai,"Juodšilių g.",20,G1,201,22054
1991,MDA,V,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1978,LTU,M,,2,Rasos,"Filaretų g.",15,G1,123,21979
1953,BLR,M,,0,Šeškinė,"Ozo g.",5,G1,376,22221
2011,LTU,M,,0,Senamiestis,"Pylimo g.",16,G1,439,22281
1976,LTU,M,V,1,Pilaitė,"I. Kanto al.",12,G1,168,22022
1950,LTU,M,I,0,Justiniškės,"Taikos g.",8,G1,536,22375
1989,LTU,V,V,2,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1973,UKR,M,,1,,,,A461,,
2018,LTU,M,,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1967,LTU,M,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1975,LTU,V,V,1,Verkiai,"Vindaubos g.",1,G1,985,32107
1981,UKR,M,,2,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1966,LTU,M,V,0,Vilkpėdė,"Vandentiekio g.",18,G1,595,22430
1954,LTU,M,N,0,Lazdynai,"Bukčių g.",11,G1,78,21934
1958,RUS,M,,0,Naujamiestis,"Statybininkų g.",17,G1,516,22356
1986,LTU,M,,0,Lazdynai,"Kazimiero Jelskio g.",11,G1,2972,206252
1959,LTU,M,V,0,Fabijoniškės,"P. Žadeikos g.",4,G1,381,22226
1983,LTU,V,,0,Žvėrynas,"Vytauto g.",6,G1,631,22464
2015,LTU,V,,0,Pilaitė,"Trakėnų g.",12,G1,2569,59562
1967,LTU,M,V,0,Šeškinė,"Musninkų g.",5,G1,355,22200
1957,LTU,V,V,0,Lazdynai,"Architektų g.",11,G1,27,21888
1976,LTU,V,V,1,Naujamiestis,"T. Ševčenkos g.",17,G1,534,22373
1941,LTU,M,N,0,Lazdynai,"Architektų g.",11,G1,27,21888
1974,LTU,M,I,1,Lazdynai,"Architektų g.",11,G1,27,21888
1977,LTU,V,V,2,Šeškinė,"Šeškinės Sodų g.",5,G1,2688,61792
1985,LTU,M,,3,,,,G1,3623,
1981,LTU,V,V,1,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1952,LTU,M,I,0,Pašilaičiai,"Pavilnionių g.",7,G1,2546,59086
1958,LTU,M,I,0,Pilaitė,"Tolminkiemio g.",12,G1,547,22386
1971,LTU,M,I,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1979,LTU,V,V,3,Rasos,"Varšuvos g.",15,G1,599,22434
1984,LTU,M,,0,Viršuliškės,"Justiniškių g.",9,G1,203,22056
1989,LTU,M,V,4,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
2009,LTU,M,,0,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1967,LTU,V,V,1,Paneriai,"Svyronės g.",20,G1,2621,60636
2000,UKR,M,,0,,,,A461,,
1993,LTU,M,V,2,Žirmūnai,"Rinktinės g.",2,G1,456,22297
1976,LTU,M,V,1,Žvėrynas,"Vytauto g.",6,G1,631,22464
1994,LTU,M,,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1988,LTU,M,V,1,Justiniškės,"Taikos g.",8,G1,536,22375
1986,BLR,V,V,2,Lazdynai,"M. Mironaitės g.",11,G1,1934,51048
1976,LTU,M,V,1,Šeškinė,"Dūkštų g.",5,G1,109,21965
1965,BLR,V,V,0,Naujininkai,"Kapsų g.",19,G1,221,22073
1942,LTU,M,N,0,Rasos,"Peteliškių g.",15,G1,415,22259
1983,LTU,M,V,2,Verkiai,"Lobio g.",1,G1,299,22149
1966,LTU,V,I,0,Verkiai,"Pagubės g.",1,G1,1642,49696
1969,LTU,V,,0,Viršuliškės,"Justiniškių g.",9,G1,203,22056
1986,LTU,M,V,1,Justiniškės,"Taikos g.",8,G1,536,22375
1943,BLR,V,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
1982,LTU,M,V,2,Pašilaičiai,"Budiniškių g.",7,G1,2647,61710
1981,LTU,V,V,2,Šeškinė,"Gelvonų g.",5,G1,141,21997
2017,LTU,M,,0,Senamiestis,"Šv. Stepono g.",16,G1,670,22501
1986,LTU,V,V,1,Verkiai,"Daujoto g.",1,G1,2962,113352
1997,LTU,V,,0,Šeškinė,"Čiobiškio g.",5,G1,641,22473
1962,LTU,M,V,0,Naujininkai,"Kapsų g.",19,G1,221,22073
2007,LTU,V,,0,Žvėrynas,"Stirnų g.",6,G1,518,22358
1983,LTU,V,I,1,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1980,LTU,M,V,1,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1998,LTU,M,,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1998,LTU,M,,0,Verkiai,"Didlaukio g.",1,G1,94,21950
1968,LTU,V,V,0,Rasos,"Subačiaus g.",15,G1,522,22362
2020,CYP,M,,0,Žirmūnai,"Šeimyniškių g.",2,G1,651,22483
1960,LTU,M,V,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1981,LTU,M,I,3,Verkiai,"Didlaukio g.",1,G1,94,21950
1966,LTU,V,V,0,Žirmūnai,"Kazliškių g.",2,G1,233,22084
1979,LTU,M,V,0,Šnipiškės,"Daugėliškio g.",3,G1,91,21947
1969,RUS,V,V,0,Vilkpėdė,"Jankiškių g.",18,G1,195,22048
2017,LTU,V,,0,Antakalnis,"Vikučionių g.",13,G1,2919,103596
1989,LTU,V,V,2,Lazdynai,"Erfurto g.",11,G1,117,21973
1984,UKR,M,,0,Žirmūnai,"S. Žukausko g.",2,G1,1977,51844
1964,LTU,M,V,0,"Naujoji  Vilnia","Alfonso Petrulio g.",14,G1,2850,81142
1978,LTU,V,V,3,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1968,LTU,M,I,0,"Naujoji  Vilnia","Versmių g.",14,G1,609,22444
1983,LTU,M,V,1,Antakalnis,"P. Vileišio g.",13,G1,379,22224
1978,LTU,M,V,3,Paneriai,"Antano Gudaičio g.",20,G1,2776,67426
2010,LTU,V,,0,Pilaitė,"Ievos Labutytės g.",12,G1,2929,105654
1946,BLR,M,V,0,Verkiai,"Baltupio g.",1,G1,50,21908
1983,LTU,M,V,2,"Naujoji  Vilnia","Kampo g.",14,G1,219,22071
1996,LTU,V,,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
1989,LTU,M,,1,Justiniškės,"Helsinkio g.",8,G1,3069,226217
2019,LTU,M,,0,Naujininkai,"Šumsko g.",19,G1,2121,52054
1945,LTU,M,I,0,Žirmūnai,"Šeimyniškių g.",2,G1,651,22483
1954,UZB,M,I,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1965,RUS,V,I,0,,,,A461,,
2017,UKR,V,,0,,,,A461,,
1982,LTU,M,V,2,Antakalnis,"Pupojų Sodų 6-oji g.",13,G1,2247,53312
2022,LTU,V,,0,Pašilaičiai,"Medeinos g.",7,G1,330,22178
2010,LTU,M,,0,Antakalnis,"Vytauto Žalakevičiaus g.",13,G1,2969,127513
2000,LTU,M,,0,Senamiestis,"Malūnų g.",16,G1,324,22172
1952,RUS,M,V,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1948,LTU,M,I,0,,,,A461,,
1984,LTU,V,V,1,,,,G1,3592,
1973,LTU,V,N,0,Grigiškės,"Kunigiškių g. (Grigiškės)",21,G89,529,24570
1987,LTU,M,I,1,Lazdynai,"Neužmirštuolių g.",11,G1,837,28271
2007,LTU,V,,0,Pašilaičiai,"Pavilnionių g.",7,G1,2546,59086
1984,LTU,V,V,2,"Naujoji  Vilnia","Gurių Sodų 33-ioji g.",14,G1,2613,60046
1974,LTU,M,I,0,Karoliniškės,"Laisvės pr.",10,G1,272,22123
1999,LTU,M,,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1977,UKR,V,,0,Senamiestis,"Aukštaičių g.",16,G1,38,21897
1987,LTU,M,V,2,Pilaitė,"I. Kanto al.",12,G1,168,22022
1963,RUS,V,I,0,Naujamiestis,"Naugarduko g.",17,G1,364,22209
2009,LTU,M,,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
2017,LTU,M,,0,Verkiai,"Santariškių g.",1,G1,482,22323
1993,KGZ,V,,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1979,LTU,V,V,2,Paneriai,"Elvyro Andriolio g.",20,G1,2775,67424
1988,LTU,V,V,2,Senamiestis,"Totorių g.",16,G1,549,22388
1980,LTU,V,V,2,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
2000,UKR,M,,0,,,,A461,,
1992,LTU,M,,0,Antakalnis,"Meiriškių g.",13,G1,2843,81128
1977,UZB,V,V,3,Verkiai,"Popieriaus g.",1,G1,428,22270
1988,LTU,M,V,1,Žirmūnai,"Minties g.",2,G1,345,22192
1967,LTU,V,V,0,"Naujoji  Vilnia","Kalnėnų g.",14,G1,1965,51616
2000,LTU,M,,0,Žirmūnai,"Žygio g.",2,G1,705,22533
2014,LTU,V,,0,Naujininkai,"Dzūkų g.",19,G1,108,21964
1971,LTU,V,I,1,Antakalnis,"Pylimėlių g.",13,G1,841,28296
1978,LTU,V,V,2,Pašilaičiai,"Pavilnionių g.",7,G1,2546,59086
1996,LTU,M,,0,Žirmūnai,"V. Nagevičiaus g.",2,G1,1979,51848
2006,LTU,M,,0,Žvėrynas,"Malonioji g.",6,G1,186,22040
1983,LTU,M,I,2,Šnipiškės,"Daugėliškio g.",3,G1,91,21947
1982,LTU,M,V,2,"Naujoji  Vilnia","Pergalės g.",14,G1,411,22256
1984,LTU,M,V,3,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
2001,LTU,M,,0,Verkiai,"Žuvinto g.",1,G1,1653,49914
1956,LTU,M,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1980,LTU,V,I,0,Justiniškės,"Justiniškių g.",8,G1,203,22056
1968,LTU,V,V,2,Antakalnis,"L. Sapiegos g.",13,G1,268,22119
1973,LTU,V,V,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
2011,LTU,V,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1954,LTU,V,V,1,Pilaitė,"M. Pretorijaus g.",12,G1,1620,49104
1937,LTU,M,N,0,Žvėrynas,"D. Poškos g.",6,G1,83,21939
1948,RUS,M,N,0,Verkiai,"Didlaukio g.",1,G1,94,21950
1974,LTU,M,V,0,Naujamiestis,"S. Konarskio g.",17,G1,475,22316
1992,LTU,V,V,0,Pašilaičiai,"Bendorių g.",7,G1,2040,48319
2017,LTU,M,,0,Naujamiestis,"Kražių g.",17,G1,252,22103
1942,LTU,M,V,0,Šeškinė,"Šeškinės g.",5,G1,653,22485
1975,LTU,M,V,1,Pilaitė,"Papilėnų g.",12,G1,396,22241
2006,LTU,V,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
2012,LTU,V,,0,Justiniškės,"Justiniškių g.",8,G1,203,22056
2017,LTU,M,,0,Šnipiškės,"Ceikinių g.",3,G1,82,21938
1942,BLR,V,V,0,"Naujoji  Vilnia","Pergalės g.",14,G1,411,22256
1949,BLR,M,I,0,Žirmūnai,"Minties g.",2,G1,345,22192
1942,LTU,M,N,0,,,,G1,1994,
1949,LTU,M,N,0,Paneriai,"Naujasodžio g.",20,G1,2013,48732
1974,LTU,M,V,2,Naujamiestis,"Algirdo g.",17,G1,17,21878
1994,BLR,V,,0,Naujamiestis,"Vytenio g.",17,G1,632,22465
2002,LTU,M,,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
2006,LTU,V,,0,Lazdynai,"Kazimiero Jelskio g.",11,G1,2972,206252
2013,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
2020,LTU,M,,0,Antakalnis,"Žirgo g.",13,G1,693,22523
1966,LTU,V,V,0,Antakalnis,"Volungės g.",13,G1,628,22461
2007,LTU,V,,0,Lazdynai,"Erfurto g.",11,G1,117,21973
1958,LTU,M,V,0,Verkiai,"Kalvarijų g.",1,G1,216,22068
1984,LTU,V,V,4,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1961,LTU,M,N,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1991,LTU,M,,0,Žirmūnai,"Minties g.",2,G1,345,22192
2022,LTU,M,,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1994,LTU,M,V,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1987,LTU,M,V,2,Pilaitė,"I. Kanto al.",12,G1,168,22022
2017,LTU,M,,0,Vilkpėdė,"S. Konarskio g.",18,G1,475,22316
1996,LTU,M,,0,Viršuliškės,"Šešuolių g.",9,G1,655,22487
2018,LTU,M,,0,Verkiai,"Vilkynės g.",1,G1,979,32095
1962,LTU,M,N,0,,,,G1,3615,
1961,LTU,M,I,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
2016,TUR,M,,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1995,LTU,M,,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1950,LTU,V,V,0,Naujininkai,"Dzūkų g.",19,G1,108,21964
1978,LTU,M,V,2,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1933,LTU,M,N,0,Lazdynai,"Architektų g.",11,G1,27,21888
1949,LTU,M,V,0,Šeškinė,"Paberžės g.",5,G1,382,22227
1936,LTU,V,I,0,Grigiškės,"Kunigiškių g. (Grigiškės)",21,G89,529,24570
1984,LTU,V,I,1,,,,G1,3614,
1956,LTU,M,N,0,Naujininkai,"Dzūkų g.",19,G1,108,21964
1949,TKM,V,I,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1947,LTU,V,N,0,,,,G1,3614,
1990,LTU,V,,0,Naujamiestis,"Kauno g.",17,G1,231,22082
1928,LTU,V,I,0,Žirmūnai,"Šeimyniškių g.",2,G1,651,22483
1985,LTU,M,V,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
